,Player,Pos,Age,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF
501,Mason Plumlee,C,27.0,74.0,26.0,19.4,3.0,5.0,0.0,0.0,3.0,5.0,1.1,2.4,1.8,3.6,1.9,0.7,1.1,1.4,2.5
502,Miles Plumlee,C,29.0,55.0,35.0,16.7,1.9,3.3,0.0,0.0,1.9,3.3,0.5,1.1,1.4,2.7,0.8,0.3,0.5,1.1,1.4
503,Jakob Poeltl,C,22.0,82.0,0.0,18.6,3.1,4.7,0.0,0.0,3.1,4.7,0.7,1.2,2.0,2.8,0.7,0.5,1.2,1.0,2.6
504,Quincy Pondexter,SF,29.0,23.0,1.0,8.5,0.6,2.1,0.1,1.0,0.5,1.2,0.6,0.7,0.3,0.8,0.4,0.3,0.1,0.5,1.0
505,Otto Porter,SF,24.0,77.0,77.0,31.6,5.8,11.5,1.8,4.1,4.0,7.4,1.4,1.7,1.3,5.1,2.0,1.5,0.5,1.0,2.0
506,Bobby Portis,PF,22.0,73.0,4.0,22.5,5.2,11.1,1.1,3.1,4.1,8.1,1.6,2.1,2.2,4.6,1.7,0.7,0.3,1.4,1.8
507,Kristaps Porzingis,PF,22.0,48.0,48.0,32.4,8.1,18.5,1.9,4.8,6.3,13.8,4.5,5.7,1.3,5.3,1.2,0.8,2.4,1.9,2.9
508,Dwight Powell,C,26.0,79.0,25.0,21.2,3.2,5.4,0.4,1.1,2.9,4.4,1.7,2.3,1.7,3.9,1.2,0.8,0.4,0.7,2.4
509,Norman Powell,SG,24.0,70.0,18.0,15.2,2.1,5.3,0.8,2.7,1.4,2.7,0.5,0.6,0.2,1.5,1.3,0.5,0.2,0.9,1.6
510,Alex Poythress,PF,24.0,25.0,0.0,4.2,0.4,1.0,0.2,0.4,0.3,0.6,0.0,0.0,0.3,0.4,0.1,0.1,0.0,0.1,0.6
511,Jacob Pullen,PG,28.0,3.0,0.0,2.0,0.3,0.7,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
512,Rodney Purvis,SG,23.0,16.0,2.0,18.1,2.2,6.7,0.8,3.3,1.4,3.4,0.8,0.9,0.1,1.6,1.1,0.2,0.2,0.6,1.6
513,Zhou Qi,C,22.0,18.0,0.0,6.9,0.3,1.8,0.1,1.1,0.2,0.7,0.4,0.7,0.3,0.9,0.1,0.1,0.8,0.6,0.8
514,Tim Quarterman,SG,23.0,3.0,0.0,4.3,0.3,1.0,0.0,0.7,0.3,0.3,0.7,0.7,0.0,1.0,0.3,0.0,0.0,0.7,0.3
515,Ivan Rabb,PF,20.0,36.0,5.0,14.3,2.4,4.2,0.0,0.0,2.4,4.2,0.8,1.0,1.5,2.9,0.9,0.3,0.4,1.0,1.5
516,Julius Randle,C,23.0,82.0,49.0,26.7,6.1,11.0,0.1,0.5,6.0,10.5,3.7,5.2,2.2,5.8,2.6,0.5,0.5,2.6,3.3
517,Zach Randolph,PF,36.0,59.0,57.0,25.6,6.1,12.9,0.9,2.5,5.3,10.4,1.4,1.8,1.6,5.1,2.2,0.7,0.2,2.0,2.0
518,Xavier Rathan-Mayes,SG,23.0,5.0,0.0,23.6,2.4,8.4,0.2,2.8,2.2,5.6,0.8,1.8,0.0,1.0,3.6,1.2,0.6,2.2,3.6
519,J.J. Redick,SG,33.0,70.0,70.0,30.2,5.8,12.6,2.8,6.6,3.0,6.0,2.8,3.1,0.1,2.4,3.0,0.5,0.1,1.5,1.8
520,Davon Reed,SG,22.0,21.0,1.0,11.5,1.0,3.6,0.5,1.8,0.5,1.8,0.4,0.6,0.1,1.8,0.6,0.5,0.1,0.5,0.8
521,Willie Reed,C,27.0,42.0,5.0,10.2,1.9,2.9,0.0,0.0,1.9,2.8,0.8,1.3,0.8,2.0,0.2,0.2,0.5,0.5,1.3
524,Josh Richardson,SF,24.0,81.0,81.0,33.2,4.9,10.9,1.6,4.1,3.4,6.8,1.5,1.8,0.9,2.7,2.9,1.5,0.9,1.7,2.5
525,Malachi Richardson,SG,22.0,26.0,4.0,12.5,1.2,3.5,0.5,1.5,0.7,1.9,0.7,0.8,0.2,1.1,0.5,0.4,0.0,0.4,1.0
528,Austin Rivers,SG,25.0,61.0,59.0,33.7,5.6,13.2,2.2,5.9,3.4,7.3,1.7,2.6,0.4,1.9,4.0,1.2,0.3,1.8,2.5
529,Andre Roberson,SG,26.0,39.0,39.0,26.6,2.2,4.2,0.2,0.9,2.0,3.2,0.3,1.0,1.9,2.8,1.2,1.2,0.9,0.8,2.3
530,Devin Robinson,SF,22.0,1.0,0.0,13.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0
531,Glenn Robinson,SF,24.0,23.0,1.0,14.7,1.6,3.7,0.6,1.5,1.0,2.2,0.4,0.5,0.5,1.1,0.7,0.6,0.0,0.2,0.6
532,Rajon Rondo,PG,31.0,65.0,63.0,26.2,3.6,7.6,0.8,2.3,2.8,5.3,0.4,0.7,0.5,3.6,8.2,1.1,0.2,2.3,1.8
533,Derrick Rose,PG,29.0,25.0,7.0,16.8,3.2,7.4,0.3,1.2,3.0,6.2,1.6,1.8,0.5,0.9,1.5,0.3,0.2,1.4,0.6
536,Terrence Ross,SG,26.0,24.0,20.0,25.0,3.2,8.0,1.3,3.9,1.9,4.1,1.1,1.5,0.4,2.6,1.6,1.1,0.5,1.2,1.9
537,Terry Rozier,PG,23.0,80.0,16.0,25.9,4.0,10.0,1.9,5.0,2.0,5.0,1.4,1.9,0.8,3.9,2.9,1.0,0.2,1.0,1.5
538,Ricky Rubio,PG,27.0,77.0,77.0,29.3,4.5,10.7,1.2,3.5,3.2,7.2,2.9,3.3,0.6,4.0,5.3,1.6,0.1,2.7,2.7
539,D'Angelo Russell,PG,21.0,48.0,35.0,25.7,5.8,14.0,1.9,5.8,3.9,8.2,2.0,2.7,0.6,3.3,5.2,0.8,0.4,3.1,1.9
540,Domantas Sabonis,C,21.0,74.0,19.0,24.5,4.6,8.9,0.2,0.5,4.4,8.4,2.3,3.0,2.2,5.5,2.0,0.5,0.4,1.9,3.0
541,JaKarr Sampson,SF,24.0,22.0,6.0,15.6,2.0,3.7,0.2,0.5,1.8,3.2,0.5,0.7,1.0,2.6,0.4,0.4,1.0,0.4,2.2
542,Dario Saric,PF,23.0,78.0,73.0,29.6,5.2,11.4,2.0,5.1,3.2,6.3,2.3,2.7,2.0,4.7,2.6,0.7,0.3,1.9,2.1
543,Tomas Satoransky,SG,26.0,73.0,30.0,22.5,2.8,5.3,0.6,1.4,2.1,3.9,1.0,1.3,1.0,2.2,3.9,0.7,0.2,1.1,1.8
544,Dennis Schroder,PG,24.0,67.0,67.0,31.0,7.5,17.1,1.1,3.9,6.3,13.2,3.4,4.0,0.7,2.4,6.2,1.1,0.1,2.7,2.2
545,Mike Scott,PF,29.0,76.0,1.0,18.5,3.6,6.9,0.9,2.1,2.8,4.8,0.7,1.0,0.7,2.6,1.1,0.3,0.1,1.0,1.9
546,Thabo Sefolosha,SF,33.0,38.0,6.0,21.2,3.1,6.3,0.8,2.2,2.3,4.1,1.2,1.4,0.8,3.5,0.9,1.4,0.3,0.8,1.6
547,Wayne Selden,SG,23.0,35.0,9.0,19.8,3.3,7.7,1.4,3.5,1.9,4.2,1.3,1.7,0.5,1.1,1.9,0.5,0.1,1.5,1.7
548,Ramon Sessions,PG,31.0,28.0,3.0,14.0,1.5,4.2,0.3,0.9,1.2,3.3,1.6,2.0,0.2,1.1,2.8,0.5,0.1,1.1,1.0
551,Iman Shumpert,SG,27.0,14.0,6.0,19.7,1.6,4.1,0.5,1.9,1.1,2.3,0.8,1.1,0.5,2.4,1.2,0.6,0.3,1.1,1.6
552,Pascal Siakam,PF,23.0,81.0,5.0,20.7,3.1,6.1,0.4,1.6,2.8,4.5,0.7,1.1,1.0,3.5,2.0,0.8,0.5,0.8,2.0
553,Xavier Silas,SG,30.0,2.0,0.0,3.5,0.0,1.5,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5
554,Ben Simmons,PG,21.0,81.0,81.0,33.7,6.7,12.3,0.0,0.1,6.7,12.2,2.4,4.2,1.8,6.3,8.2,1.7,0.9,3.4,2.6
555,Jonathon Simmons,SG,28.0,69.0,50.0,29.4,5.1,11.0,1.0,3.0,4.1,8.1,2.7,3.5,0.9,2.6,2.5,0.8,0.2,2.1,2.5
556,Kobi Simmons,PG,20.0,32.0,12.0,20.1,2.5,5.9,0.3,1.2,2.2,4.7,0.8,0.8,0.4,1.1,2.1,0.6,0.2,1.4,1.9
557,Kyle Singler,SF,29.0,12.0,0.0,4.9,0.6,1.8,0.2,0.4,0.4,1.3,0.6,1.1,0.1,0.8,0.2,0.1,0.0,0.3,0.3
558,Marcus Smart,SG,23.0,54.0,11.0,29.9,3.5,9.5,1.4,4.6,2.1,4.9,1.8,2.5,0.8,2.7,4.8,1.3,0.4,2.4,2.5
559,Dennis Smith,PG,20.0,69.0,69.0,29.7,5.9,14.8,1.5,4.9,4.3,9.9,1.9,2.8,0.7,3.0,5.2,1.0,0.3,2.8,2.2
560,Ish Smith,PG,29.0,82.0,35.0,24.9,4.7,9.8,0.4,1.2,4.3,8.5,1.0,1.4,0.3,2.4,4.4,0.8,0.2,1.3,1.7
561,J.R. Smith,SG,32.0,80.0,61.0,28.1,3.0,7.4,1.8,4.8,1.2,2.7,0.5,0.7,0.4,2.6,1.8,0.9,0.1,1.0,2.0
562,Jason Smith,C,31.0,33.0,2.0,8.6,1.4,3.5,0.1,1.0,1.2,2.5,0.6,0.6,0.5,1.1,0.4,0.1,0.4,0.5,1.3
563,Josh Smith,PF,32.0,3.0,0.0,4.0,0.3,1.3,0.0,0.0,0.3,1.3,0.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,1.0
564,Tony Snell,SG,26.0,75.0,59.0,27.4,2.5,5.7,1.4,3.6,1.0,2.1,0.5,0.6,0.1,1.8,1.3,0.6,0.4,0.5,1.5
565,Marreese Speights,C,30.0,52.0,3.0,13.0,2.7,6.7,1.7,4.5,1.0,2.2,0.8,1.1,0.4,2.2,0.8,0.2,0.4,0.8,2.1
566,Nik Stauskas,SG,24.0,41.0,0.0,12.8,1.5,3.8,1.0,2.4,0.5,1.3,0.5,0.7,0.1,1.5,1.0,0.2,0.1,0.6,0.6
569,Lance Stephenson,SG,27.0,82.0,7.0,22.6,3.7,8.6,0.8,2.8,2.9,5.8,1.0,1.5,0.8,4.4,2.9,0.6,0.2,1.6,2.2
570,David Stockton,PG,26.0,3.0,0.0,3.0,0.7,1.0,0.7,1.0,0.0,0.0,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.3,1.0
571,Julyan Stone,SG,29.0,23.0,0.0,7.6,0.3,0.6,0.3,0.6,0.0,0.0,0.0,0.1,0.0,1.2,1.1,0.2,0.1,0.3,0.9
572,Edmond Sumner,PG,22.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
573,Caleb Swanigan,PF,20.0,27.0,3.0,7.0,0.9,2.2,0.0,0.3,0.9,1.9,0.4,0.7,0.6,1.4,0.5,0.2,0.1,0.7,1.4
574,Jayson Tatum,SF,19.0,80.0,80.0,30.5,5.0,10.4,1.3,3.0,3.7,7.4,2.7,3.2,0.6,4.4,1.6,1.0,0.7,1.4,2.1
575,Isaiah Taylor,PG,23.0,67.0,9.0,17.4,2.4,5.8,0.3,1.2,2.1,4.6,1.5,2.1,0.3,1.1,3.1,0.5,0.1,1.3,1.7
576,Jeff Teague,PG,29.0,70.0,70.0,33.0,5.1,11.3,1.2,3.3,3.9,8.1,2.9,3.4,0.3,2.6,7.0,1.5,0.3,2.5,2.4
577,Marquis Teague,PG,24.0,3.0,0.0,24.7,1.3,5.3,0.3,1.3,1.0,4.0,0.7,1.7,0.3,1.7,4.3,1.3,0.0,1.0,1.7
578,Mirza Teletovic,PF,32.0,10.0,0.0,15.9,2.5,5.7,2.1,4.5,0.4,1.2,0.0,0.0,0.3,2.0,1.0,0.4,0.1,0.7,1.4
579,Garrett Temple,SG,31.0,65.0,35.0,24.8,3.1,7.3,1.4,3.5,1.7,3.8,0.9,1.2,0.3,2.0,1.9,0.9,0.4,1.2,2.1
580,Milos Teodosic,PG,30.0,45.0,36.0,25.2,3.4,8.0,2.0,5.2,1.4,2.8,0.9,1.0,0.4,2.4,4.6,0.5,0.1,2.2,2.3
581,Jason Terry,SG,40.0,51.0,4.0,16.0,1.2,3.0,0.8,2.3,0.4,0.8,0.2,0.2,0.1,0.8,1.2,0.8,0.3,0.5,1.0
582,Daniel Theis,C,25.0,63.0,3.0,14.9,2.0,3.7,0.3,0.9,1.7,2.8,1.0,1.3,1.4,2.9,0.9,0.5,0.8,0.9,2.5
583,Isaiah Thomas,PG,28.0,32.0,15.0,26.9,4.9,13.2,1.7,5.9,3.2,7.3,3.7,4.1,0.5,1.6,4.8,0.5,0.1,3.0,1.8
586,Lance Thomas,PF,29.0,73.0,31.0,18.5,1.4,3.7,0.7,1.7,0.7,2.0,0.6,0.7,0.6,1.8,0.6,0.4,0.2,0.5,1.8
587,Klay Thompson,SG,27.0,73.0,73.0,34.3,7.9,16.1,3.1,7.1,4.7,9.0,1.1,1.3,0.4,3.4,2.5,0.8,0.5,1.8,1.6
588,Tristan Thompson,C,26.0,53.0,22.0,20.2,2.5,4.4,0.0,0.0,2.5,4.4,0.8,1.5,2.4,4.3,0.6,0.3,0.3,0.7,1.9
589,Sindarius Thornwell,SG,23.0,73.0,17.0,15.8,1.4,3.2,0.3,0.8,1.1,2.4,0.8,1.2,0.5,1.5,0.9,0.7,0.3,0.7,1.7
590,Anthony Tolliver,PF,32.0,79.0,14.0,22.2,2.8,6.0,2.0,4.6,0.8,1.4,1.3,1.7,0.6,2.4,1.1,0.4,0.3,0.7,1.8
591,Karl-Anthony Towns,C,22.0,82.0,82.0,35.6,7.8,14.3,1.5,3.5,6.3,10.8,4.2,4.9,2.9,9.4,2.4,0.8,1.4,1.9,3.5
592,P.J. Tucker,PF,32.0,82.0,34.0,27.8,2.1,5.4,1.4,3.8,0.7,1.6,0.5,0.7,1.1,4.4,0.9,1.0,0.3,0.9,2.5
593,Evan Turner,SF,29.0,79.0,40.0,25.7,3.3,7.3,0.5,1.7,2.7,5.6,1.2,1.4,0.4,2.7,2.2,0.6,0.4,1.3,2.1
594,Myles Turner,C,21.0,65.0,62.0,28.2,4.7,9.8,0.9,2.4,3.8,7.4,2.5,3.2,1.4,5.0,1.3,0.6,1.8,1.5,2.9
595,Ekpe Udoh,C,30.0,63.0,3.0,12.9,1.0,1.9,0.0,0.0,1.0,1.9,0.7,0.9,1.1,1.3,0.8,0.7,1.2,0.3,1.7
596,Tyler Ulis,PG,22.0,71.0,43.0,23.4,3.0,7.8,0.6,2.1,2.4,5.7,1.2,1.4,0.3,1.5,4.4,1.0,0.1,1.8,1.7
597,Jonas Valanciunas,C,25.0,77.0,77.0,22.4,5.1,8.9,0.4,1.0,4.7,8.0,2.2,2.7,2.4,6.2,1.1,0.4,0.9,1.5,2.5
598,Denzel Valentine,SG,24.0,77.0,37.0,27.2,3.9,9.4,1.9,4.8,2.1,4.6,0.5,0.7,0.6,4.5,3.2,0.8,0.1,1.3,2.4
599,Fred VanVleet,PG,23.0,76.0,0.0,20.0,3.1,7.2,1.4,3.4,1.6,3.7,1.1,1.3,0.3,2.1,3.2,0.9,0.3,1.0,1.7
600,Rashad Vaughn,SG,21.0,28.0,0.0,7.6,0.8,2.0,0.5,1.3,0.3,0.7,0.1,0.2,0.1,0.6,0.5,0.2,0.1,0.2,0.5
604,Noah Vonleh,PF,22.0,54.0,16.0,16.2,1.9,4.3,0.4,1.2,1.6,3.1,0.7,1.1,1.3,4.5,0.6,0.4,0.3,0.6,1.3
607,Nikola Vucevic,C,27.0,57.0,57.0,29.5,7.0,14.7,1.1,3.6,5.9,11.2,1.4,1.6,1.8,7.4,3.4,1.0,1.1,1.9,2.5
608,Dwyane Wade,SG,36.0,67.0,3.0,22.9,4.5,10.2,0.5,1.7,4.0,8.5,2.0,2.8,0.7,3.0,3.4,0.9,0.7,2.1,1.9
611,Dion Waiters,SG,26.0,30.0,30.0,30.6,5.4,13.7,1.7,5.7,3.7,8.0,1.7,2.3,0.3,2.3,3.8,0.8,0.3,2.3,2.0
612,Kemba Walker,PG,27.0,80.0,80.0,34.2,7.4,17.0,2.9,7.5,4.5,9.5,4.5,5.3,0.4,2.7,5.6,1.1,0.3,2.2,1.2
613,John Wall,PG,27.0,41.0,41.0,34.4,6.8,16.3,1.5,4.1,5.3,12.2,4.3,5.9,0.5,3.1,9.6,1.4,1.1,3.9,2.0
614,Tyrone Wallace,PG,23.0,30.0,19.0,28.4,3.7,8.2,0.3,1.3,3.3,6.9,2.0,2.6,0.7,2.8,2.4,0.9,0.4,1.5,2.8
615,Taurean Waller-Prince,SF,23.0,82.0,82.0,30.0,5.1,11.9,2.1,5.6,2.9,6.3,1.9,2.2,0.6,4.1,2.6,1.0,0.5,2.3,2.0
616,Derrick Walton,PG,22.0,16.0,0.0,9.2,0.5,1.6,0.4,1.1,0.1,0.5,0.4,0.4,0.1,0.9,1.0,0.4,0.2,0.1,0.4
617,Jameel Warney,PF,24.0,3.0,0.0,9.0,2.3,4.0,0.0,0.0,2.3,4.0,1.0,1.7,1.3,1.7,0.0,0.0,0.0,0.3,0.7
618,T.J. Warren,SF,24.0,65.0,65.0,33.0,8.1,16.4,0.3,1.4,7.8,15.0,3.0,3.9,1.9,3.2,1.3,1.0,0.6,1.3,2.3
619,Travis Wear,SF,27.0,17.0,0.0,13.4,1.5,4.2,1.0,2.8,0.5,1.5,0.5,0.5,0.0,2.2,0.4,0.2,0.3,0.4,1.8
620,James Webb,SF,24.0,10.0,0.0,12.0,0.6,2.4,0.4,1.9,0.2,0.5,0.0,0.0,0.8,1.6,0.4,0.1,0.0,0.4,1.0
621,Briante Weber,PG,25.0,18.0,0.0,13.2,1.1,2.4,0.2,0.6,0.8,1.8,0.4,0.6,0.4,1.5,1.2,1.0,0.3,0.8,1.6
624,David West,C,37.0,73.0,0.0,13.7,3.0,5.2,0.0,0.1,2.9,5.1,0.8,1.1,0.9,2.4,1.9,0.6,1.0,1.1,1.6
625,Russell Westbrook,PG,29.0,80.0,80.0,36.4,9.5,21.1,1.2,4.1,8.3,17.0,5.2,7.1,1.9,8.2,10.3,1.8,0.3,4.8,2.5
626,Andrew White,SF,24.0,15.0,0.0,13.9,1.7,4.9,1.2,3.3,0.5,1.6,0.1,0.3,0.3,2.0,0.4,0.2,0.1,0.5,0.8
627,Derrick White,PG,23.0,17.0,0.0,8.2,0.9,1.9,0.5,0.8,0.5,1.2,0.8,1.2,0.3,1.2,0.5,0.2,0.2,0.4,0.5
628,Okaro White,PF,25.0,6.0,4.0,13.3,1.2,2.7,0.7,1.8,0.5,0.8,0.3,0.5,0.5,1.3,0.3,0.2,0.2,0.2,1.0
629,Isaiah Whitehead,PG,22.0,16.0,0.0,11.3,2.5,5.4,0.4,1.1,2.1,4.3,0.8,1.2,0.3,1.4,1.3,0.5,0.1,1.5,1.4
630,Hassan Whiteside,C,28.0,54.0,54.0,25.3,5.8,10.7,0.0,0.0,5.7,10.7,2.4,3.4,3.2,8.2,1.0,0.7,1.7,1.7,2.4
631,Andrew Wiggins,SF,22.0,82.0,82.0,36.3,6.9,15.9,1.4,4.1,5.6,11.7,2.5,3.8,1.0,3.4,2.0,1.1,0.6,1.7,2.0
632,Jacob Wiley,PF,23.0,5.0,0.0,6.6,0.2,0.8,0.2,0.4,0.0,0.4,0.2,0.4,0.4,1.8,0.4,0.2,0.0,0.0,0.8
633,Damien Wilkins,SF,38.0,19.0,1.0,8.0,0.7,2.1,0.2,0.9,0.5,1.1,0.2,0.2,0.3,0.6,0.5,0.1,0.1,0.3,0.4
634,Alan Williams,PF,25.0,5.0,0.0,14.0,1.4,3.6,0.0,0.0,1.4,3.6,1.2,1.8,0.6,3.8,1.6,1.0,0.2,1.4,2.6
635,C.J. Williams,SG,27.0,38.0,17.0,18.6,2.3,5.2,0.6,2.1,1.7,3.1,0.3,0.4,0.3,1.2,1.1,0.8,0.3,0.5,1.7
636,Derrick Williams,PF,26.0,2.0,0.0,4.5,0.5,2.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
637,Lou Williams,SG,31.0,79.0,19.0,32.8,7.4,16.9,2.4,6.6,5.0,10.4,5.5,6.2,0.5,2.0,5.3,1.1,0.2,3.0,1.3
638,Marvin Williams,PF,31.0,78.0,78.0,25.7,3.3,7.2,1.6,3.9,1.7,3.3,1.3,1.6,0.9,3.8,1.2,0.7,0.5,0.8,1.5
639,Matt Williams,SG,24.0,3.0,0.0,3.7,0.7,2.0,0.3,1.7,0.3,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.3
640,Troy Williams,SF,23.0,21.0,1.0,14.6,2.4,5.2,0.5,1.8,1.9,3.4,1.0,1.4,1.0,2.0,0.8,1.0,0.2,0.9,1.6
643,D.J. Wilson,PF,21.0,22.0,0.0,3.2,0.4,0.7,0.1,0.2,0.3,0.5,0.0,0.1,0.1,0.4,0.1,0.1,0.0,0.2,0.3
644,Jamil Wilson,SF,27.0,15.0,10.0,18.3,2.5,5.4,1.8,4.2,0.7,1.2,0.1,0.3,0.2,1.9,0.7,0.3,0.5,0.5,2.3
645,Justise Winslow,PF,21.0,68.0,25.0,24.7,3.0,7.2,0.7,1.9,2.3,5.3,1.0,1.5,0.9,4.5,2.2,0.8,0.5,1.1,2.1
646,Jeff Withey,C,27.0,9.0,0.0,4.3,0.7,1.8,0.2,1.1,0.4,0.7,0.1,0.2,0.1,1.0,0.0,0.0,0.3,0.2,0.3
647,Nate Wolters,PG,26.0,5.0,0.0,3.8,0.2,1.2,0.0,0.0,0.2,1.2,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.2
648,Brandan Wright,PF,30.0,28.0,1.0,13.6,2.1,3.6,0.0,0.0,2.1,3.6,0.8,1.2,1.2,2.2,0.5,0.5,0.9,0.3,1.1
651,Delon Wright,PG,25.0,69.0,4.0,20.8,2.9,6.3,0.8,2.2,2.1,4.0,1.4,1.7,0.7,2.2,2.9,1.0,0.5,1.1,1.2
652,Guerschon Yabusele,PF,22.0,33.0,4.0,7.1,0.8,1.8,0.4,1.1,0.4,0.7,0.5,0.7,0.5,1.1,0.5,0.1,0.2,0.4,0.7
653,James Young,SG,22.0,6.0,0.0,10.2,0.8,2.3,0.5,1.7,0.3,0.7,0.7,1.0,0.0,0.3,0.3,0.0,0.0,0.2,0.7
654,Joe Young,PG,25.0,53.0,1.0,10.5,1.5,3.5,0.5,1.2,1.0,2.3,0.4,0.5,0.2,1.0,0.7,0.3,0.0,0.5,0.7
655,Nick Young,SG,32.0,80.0,8.0,17.4,2.5,6.1,1.5,4.1,1.0,2.0,0.7,0.8,0.3,1.3,0.5,0.5,0.1,0.5,1.3
656,Thaddeus Young,PF,29.0,81.0,81.0,32.2,5.2,10.7,0.7,2.2,4.5,8.4,0.7,1.1,2.3,4.0,1.9,1.7,0.4,1.3,2.2
657,Cody Zeller,C,25.0,33.0,0.0,19.0,2.6,4.7,0.1,0.1,2.5,4.6,1.8,2.6,2.0,3.3,0.9,0.4,0.6,1.0,2.5
658,Tyler Zeller,C,28.0,66.0,34.0,16.8,2.8,5.1,0.2,0.4,2.7,4.6,0.9,1.2,1.7,3.0,0.7,0.2,0.5,0.7,1.9
661,Paul Zipser,SF,23.0,54.0,12.0,15.3,1.5,4.3,0.7,2.0,0.8,2.3,0.4,0.5,0.2,2.2,0.9,0.4,0.3,0.8,1.6
662,Ante Zizic,C,21.0,32.0,2.0,6.7,1.5,2.1,0.0,0.0,1.5,2.1,0.7,0.9,0.8,1.1,0.2,0.1,0.4,0.3,0.9
663,Ivica Zubac,C,20.0,43.0,0.0,9.5,1.4,2.8,0.0,0.0,1.4,2.8,0.9,1.2,1.0,1.8,0.6,0.2,0.3,0.6,1.1
